Registration Number,First Name,Middle Name,Last Name,Gender,Date of Birth,Nationality,Country of Residence,Phone Number,Email Address,Home Address,City,State,Zip Code,University,Current GPA / CGPA,Previous GPA (historic tracking),Credits Completed,Credits Remaining,Courses Enrolled Per Semester,Course Codes,Course Units,Technical Skills,Soft Skills,Research Interests,Professional Interests,Hobbies,Preferred Learning Style,Study Partners Preferences,Preferred Study Hours,CS and Data Science Interests,Strong Computing Fields,Weak Computing Fields,Degree Program
22378164,Pamela,Stella,Owino,Female,1999-10-10,Uganda,Uganda,+256 7983 506 33,pamelaowino19@gmail.com,598 Road Central Iganga,Iganga,Iganga,62713,Bishop Stuart University,3.56,None,114,20,5,"PSY101, DATA201, CS101, ECON101, CS201",10,"Deep Learning, Pandas, PyTorch, R, Java, Python, SQL","Leadership, Communication, Problem-solving, Teamwork","Computer Vision, None",AI Researcher,"Football, Watching films, Music, Gaming",Visual,Online,Morning,"Data Science, NLP, Computer Vision, Cybersecurity, Machine Learning","Machine Learning, Web Development",Statistics,
22627264,Stephen,Kenneth,Moses,Male,2006-01-11,Uganda,Uganda,+256 7669 929 82,stephen_moses20@outlook.com,361 Plot Upper Mukono,Mukono,Mukono,19404,Great Lakes Regional University,3.34,2.76,91,23,6,"CYBER301, ML502, PHYS101, DATA201, BIO202, CS201",14,"SQL, Pandas, PyTorch, R, TensorFlow, Git, Machine Learning, Docker","Time Management, Critical Thinking, Leadership, Problem-solving","NLP, Machine Learning, Cybersecurity, Data Science","ML Engineer, Data Scientist","Sports, Watching films, Music, Cooking, Hiking, Dancing",Auditory,Online,Evening,"Data Science, AI, NLP, Cybersecurity","Algorithms, Programming, Databases, Machine Learning","Statistics, Linear Algebra, Security",
22502872,Denis,,Kato,Male,2002-06-18,Uganda,Uganda,+256 7412 029 19,deniskato21@yahoo.com,682 Avenue Lower Ibanda,Ibanda,Ibanda,17010,Ndejje University,2.65,3.74,130,9,5,"ML502, EE301, PSY101, MATH101, CYBER301",12,"Git, JavaScript, C++","Problem-solving, Communication, Critical Thinking, Time Management, Teamwork","Cybersecurity, Data Science, Artificial Intelligence","Data Scientist, ML Engineer","Music, Dancing",Reading/Writing,Alone,Afternoon,"NLP, AI, Computer Vision, Data Science",Machine Learning,"Cloud Computing, Research Methods",
22710491,Charles,Mark,Nabunya,Male,2004-11-27,Uganda,Uganda,+256 7446 733 99,charles.nabunya22@gmail.com,256 Road Lower Iganga,Iganga,Iganga,55738,Uganda Christian University,3.21,2.27,23,12,5,"PHYS101, AI501, CS101, BIO202, EE301",10,"Machine Learning, PyTorch, Cybersecurity, TensorFlow, Machine Learning, Git, Docker, AWS","Communication, Critical Thinking, Time Management, Teamwork, Problem-solving",Machine Learning,Data Scientist,"Photography, Gaming",Reading/Writing,Small group,Evening,"Cybersecurity, NLP, Data Science, Computer Vision, Machine Learning","Networking, Databases, Machine Learning, Programming",Research Methods,
22924773,Joseph,Fred,Nakato,Male,2002-09-27,Uganda,Uganda,+256 7687 478 88,josephnakato23@mail.com,558 Plot Central Ibanda,Ibanda,Ibanda,34977,Bishop Stuart University,2.75,2.74,98,11,5,"DATA201, AI501, CS101, CS201, CYBER301",15,"Git, Cybersecurity, Java, Python, AWS, PyTorch","Leadership, Problem-solving","Cybersecurity, Machine Learning","Cybersecurity Analyst, ML Engineer, AI Researcher, Software Engineer",Photography,Kinesthetic,One-on-one,Morning,"Data Science, Machine Learning, Computer Vision, None","Software Engineering, Databases, Data Structures",Statistics,
22874444,Brian,Tony,Lubega,Male,2004-04-10,Uganda,Uganda,+256 7062 861 12,brianlubega24@gmail.com,238 Plot Central Busitema,Busitema,Busia,83873,Nkumba University,2.74,None,117,12,4,"ECON101, CS101, EE301, BIO202",12,"R, Docker, Deep Learning, Cybersecurity, AWS, Machine Learning, Machine Learning","Critical Thinking, Problem-solving, Time Management, Communication, Teamwork","Machine Learning, Data Science, Computer Vision, Artificial Intelligence",Data Scientist,"Sports, Dancing, Music, Hiking, Watching films, Cooking",Auditory,Online,Afternoon,"Data Science, None, Computer Vision, NLP, AI",Algorithms,"Security, Cloud Computing, Mobile Development",
22784835,Joseph,Tony,Kasozi,Male,2006-01-13,Uganda,Uganda,+256 7554 058 49,joseph.kasozi25@co.ug,292 Avenue Lower Ibanda,Ibanda,Ibanda,49062,King Ceasor University,3.44,3.9,27,22,5,"CYBER301, CS101, ML502, MATH101, DATA201",16,"SQL, C++, Git, Docker, PyTorch","Teamwork, Communication, Leadership, Time Management",Artificial Intelligence,"Data Scientist, ML Engineer",Hiking,Kinesthetic,Alone,Morning,Cybersecurity,"Web Development, Machine Learning, Networking",Linear Algebra,
22912092,Peace,Dorothy,Aceng,Female,2004-03-16,Uganda,Uganda,+256 7827 894 44,peace.aceng26@outlook.com,61 Plot Central Busitema,Busitema,Busia,15418,Kyambogo University,3.89,None,121,75,5,"DATA201, PSY101, BIO202, AI501, EE301",20,"R, Pandas, Java, C++, Cybersecurity, Deep Learning, Docker","Leadership, Critical Thinking","Artificial Intelligence, Computer Vision","ML Engineer, Cybersecurity Analyst, AI Researcher, Software Engineer",Reading,Kinesthetic,Online,Late night,"Machine Learning, AI, NLP, Computer Vision","Networking, Algorithms","Statistics, Linear Algebra, Security",
22875754,Dorothy,Sarah,Acan,Female,2002-05-17,Uganda,Uganda,+256 7031 359 21,dorothy.acan27@co.ug,976 Avenue  Kasese,Kasese,Kasese,75800,St. Lawrence University,2.65,3.06,126,14,5,"PSY101, DATA201, AI501, CS201, DS401",11,"Java, Pandas, Docker","Teamwork, Time Management, Communication","Data Science, Computer Vision, Cybersecurity, Artificial Intelligence",Cybersecurity Analyst,"Reading, Sports, Cooking, Farming, Hiking, Photography",Kinesthetic,Small group,Afternoon,"AI, Data Science","Networking, Software Engineering",Research Methods,
22792883,Denis,,Aceng,Male,2001-01-23,Uganda,Uganda,+256 7174 935 60,denisaceng28@outlook.com,38 Plot Central Kabwohe,Kabwohe,Sheema,38757,Lira University,2.34,None,56,94,5,"MATH101, CYBER301, PHYS101, DS401, EE301",11,"AWS, SQL, Git","Critical Thinking, Problem-solving, Time Management, Teamwork, Communication","Artificial Intelligence, Computer Vision",Cybersecurity Analyst,"Photography, Farming, Football, Gaming, Watching films",Auditory,Small group,Afternoon,"Cybersecurity, AI, Data Science, Machine Learning, None","Networking, Software Engineering, Machine Learning",Linear Algebra,
22895402,Tony,Solomon,Lubega,Male,2004-08-05,Uganda,Uganda,+256 7761 485 50,tony.lubega29@co.ug,689 Plot Central Mbale,Mbale,Mbale,82665,Cavendish University Uganda,3.26,3.33,29,95,6,"DATA201, PSY101, PHYS101, ML502, CYBER301, CS201",22,"SQL, AWS, Java, C++","Critical Thinking, Leadership",Artificial Intelligence,ML Engineer,Music,Reading/Writing,Online,Morning,"Cybersecurity, None, Computer Vision, Data Science",Networking,DevOps,
22127590,Abel,Moses,Opolot,Male,2004-10-05,Uganda,Uganda,+256 7060 024 66,abel_opolot30@mail.com,182 Street Upper Ibanda,Ibanda,Ibanda,45441,Busoga University,2.5,2.11,116,94,6,"MATH101, ECON101, CS201, CYBER301, EE301, AI501",22,"Docker, JavaScript, C++, Pandas, TensorFlow, Deep Learning, R","Problem-solving, Leadership, Critical Thinking, Teamwork, Time Management","NLP, None, Cybersecurity, Data Science","Software Engineer, AI Researcher, Cybersecurity Analyst, ML Engineer","Farming, Photography, Dancing, Music, Cooking, Sports",Reading/Writing,Online,Evening,"Cybersecurity, Machine Learning, Data Science, None, Computer Vision","Networking, Software Engineering, Algorithms","Statistics, Research Methods",
22265468,Fred,,Laker,Male,1999-10-24,Uganda,Uganda,+256 7670 952 93,fred.laker31@mail.com,431 Avenue  Fort Portal,Fort Portal,Kabarole,10582,Mbarara University of Science and Technology,2.63,None,105,52,5,"PSY101, MATH101, BIO202, DS401, CYBER301",9,"SQL, Machine Learning, PyTorch, Cybersecurity, Python","Problem-solving, Leadership, Time Management, Teamwork, Communication, Critical Thinking","None, Artificial Intelligence, Machine Learning",ML Engineer,"Watching films, Sports, Football, Photography, Music, Reading",Reading/Writing,Small group,Late night,"Machine Learning, AI, Computer Vision",Machine Learning,"Statistics, Security",
22548825,Emmanuel,,Namyalo,Male,1999-08-21,Uganda,Uganda,+256 7212 926 56,emmanuelnamyalo32@mail.com,161 Road Lower Nkozi,Nkozi,Mpigi,34044,Kabale University,3.3,None,24,63,6,"DS401, DATA201, ECON101, CS201, BIO202, PHYS101",17,"Docker, Machine Learning, Java, AWS","Teamwork, Critical Thinking","NLP, None","Data Scientist, Cybersecurity Analyst, ML Engineer","Photography, Hiking, Music, Cooking",Kinesthetic,Small group,Afternoon,"Cybersecurity, Data Science, NLP",Programming,"Mobile Development, Research Methods",
22258792,Dorothy,,Tumusiime,Female,2006-12-11,Uganda,Uganda,+256 7289 571 29,dorothy_tumusiime33@yahoo.com,169 Avenue Central Njeru,Njeru,Buikwe,19463,Victoria University Uganda,2.35,2.43,26,73,6,"PSY101, AI501, MATH101, CS201, DATA201, PHYS101",17,"Machine Learning, Pandas, R, Cybersecurity, Python","Time Management, Communication",Computer Vision,"Data Scientist, Software Engineer, AI Researcher, ML Engineer","Photography, Sports, Farming, Hiking, Dancing",Auditory,One-on-one,Late night,"NLP, Computer Vision","Software Engineering, Databases","Linear Algebra, DevOps",
22807922,Betty,Isaac,Nalwadda,Female,2001-02-08,Uganda,Uganda,+256 7810 766 39,bettynalwadda34@outlook.com,993 Plot Upper Jinja,Jinja,Jinja,31448,International University of East Africa,2.7,3.88,78,74,4,"CS201, EE301, PHYS101, DS401",17,"Cybersecurity, Deep Learning, PyTorch, JavaScript, Machine Learning","Leadership, Problem-solving, Time Management, Teamwork, Communication, Critical Thinking",Computer Vision,"Cybersecurity Analyst, Software Engineer",Dancing,Auditory,Online,Afternoon,None,"Data Structures, Networking, Software Engineering, Web Development","Security, Statistics, Cloud Computing",
22806295,Sharon,George,Oloya,Female,1999-08-25,Uganda,Uganda,+256 7111 489 94,sharon_oloya35@gmail.com,731 Plot Lower Kampala,Kampala,Kampala,73809,Makerere University,2.25,2.36,124,56,4,"PSY101, ML502, CYBER301, DATA201",10,"PyTorch, TensorFlow, Git, Deep Learning, Docker, AWS, SQL, Machine Learning","Communication, Critical Thinking, Problem-solving, Teamwork, Leadership","Computer Vision, Cybersecurity, Data Science, Machine Learning","Cybersecurity Analyst, Software Engineer",Gaming,Reading/Writing,Alone,Afternoon,"NLP, Machine Learning, Cybersecurity, Data Science, Computer Vision",Data Structures,"Research Methods, Mobile Development",
22800778,Moses,,Joseph,Male,2000-06-21,Uganda,Uganda,+256 7626 626 11,moses.joseph36@mail.com,618 Plot Upper Masaka,Masaka,Masaka,35094,King Ceasor University,3.25,3.07,130,103,5,"MATH101, CS101, PHYS101, CYBER301, ML502",10,"C++, Java, Git","Leadership, Critical Thinking, Time Management, Communication","Computer Vision, Cybersecurity","Data Scientist, AI Researcher","Cooking, Dancing, Football, Sports",Auditory,Alone,Morning,"None, Data Science, Machine Learning, Computer Vision, AI",Programming,"DevOps, Statistics, Cloud Computing",
22877922,Paul,Robert,Aol,Male,2005-02-07,Uganda,Uganda,+256 7836 096 00,paul_aol37@co.ug,388 Avenue  Kabale,Kabale,Kabale,38402,Uganda Christian University,2.58,3.77,70,25,6,"DATA201, PHYS101, AI501, ML502, DS401, CS201",9,"Deep Learning, JavaScript, Pandas, AWS, Machine Learning, Machine Learning","Leadership, Time Management, Communication, Teamwork, Problem-solving, Critical Thinking","Data Science, Machine Learning, Cybersecurity, NLP","Software Engineer, Cybersecurity Analyst","Football, Watching films",Reading/Writing,Online,Evening,"NLP, AI, Computer Vision, Data Science, Cybersecurity","Software Engineering, Web Development, Machine Learning, Data Structures",Cloud Computing,
22109958,Scovia,Lydia,Odoch,Female,2002-04-12,Uganda,Uganda,+256 7125 273 66,scovia_odoch38@gmail.com,839 Avenue Central Masaka,Masaka,Masaka,62545,Nkumba University,3.21,2.01,78,69,3,"CYBER301, ML502, PHYS101",14,"SQL, Machine Learning, Docker, PyTorch, C++, AWS, Python, Java","Communication, Problem-solving, Leadership, Teamwork","Artificial Intelligence, Data Science","ML Engineer, Data Scientist, Cybersecurity Analyst","Reading, Farming, Gaming, Watching films, Hiking",Kinesthetic,Online,Evening,"None, Computer Vision, Data Science, NLP","Networking, Software Engineering","Research Methods, Statistics, Security",
22161778,Peter,Vincent,Omondi,Male,2002-06-03,Uganda,Uganda,+256 7766 346 48,peter.omondi39@outlook.com,429 Street Central Masaka,Masaka,Masaka,25662,Gulu University,3.02,3.4,77,93,5,"BIO202, ECON101, PHYS101, DS401, EE301",17,"Git, Deep Learning, Docker, AWS, Machine Learning, Java, PyTorch, R","Problem-solving, Leadership, Teamwork, Communication, Critical Thinking","Cybersecurity, Artificial Intelligence",AI Researcher,"Reading, Dancing, Watching films, Music, Photography, Hiking",Visual,Small group,Late night,"Computer Vision, Data Science","Programming, Machine Learning, Data Structures, Networking","Mobile Development, Statistics, Linear Algebra",
22599942,Patience,,Official,Female,2004-12-09,Uganda,Uganda,+256 7436 361 18,patience.official40@mail.com,760 Street Lower Kumi,Kumi,Kumi,24746,Nsaka University,3.88,2.7,102,35,3,"BIO202, ECON101, ML502",11,"TensorFlow, Pandas, Machine Learning, AWS, JavaScript, Cybersecurity","Time Management, Teamwork",Data Science,"Software Engineer, ML Engineer, AI Researcher, Cybersecurity Analyst","Hiking, Cooking",Kinesthetic,Alone,Morning,"NLP, AI, Computer Vision, None","Algorithms, Data Structures","Mobile Development, Statistics",
22635501,Doreen,,Asiimwe,Female,2001-03-17,Uganda,Uganda,+256 7277 682 31,doreen_asiimwe41@gmail.com,889 Street Central Soroti,Soroti,Soroti,98608,Makerere University,3.83,None,57,95,5,"PHYS101, ECON101, ML502, EE301, DATA201",18,"R, Deep Learning, TensorFlow, Git","Teamwork, Communication, Leadership",Cybersecurity,"Cybersecurity Analyst, AI Researcher, ML Engineer","Farming, Cooking, Sports, Gaming",Kinesthetic,Alone,Morning,Data Science,Software Engineering,Mobile Development,
22372862,Annet,Doreen,Oloya,Female,2003-11-17,Uganda,Uganda,+256 7633 425 53,annet.oloya42@gmail.com,99 Plot  Kisoro,Kisoro,Kisoro,90863,Uganda Martyrs University,2.75,2.56,90,18,3,"ML502, ECON101, CS101",21,"SQL, Pandas, AWS, R, Machine Learning, PyTorch","Communication, Problem-solving, Leadership","Data Science, Cybersecurity, None","Software Engineer, Cybersecurity Analyst, AI Researcher","Sports, Football, Cooking",Reading/Writing,Small group,Late night,"NLP, AI, None",Machine Learning,"Statistics, Research Methods",
22833882,Charles,,Kato,Male,2006-11-26,Uganda,Uganda,+256 7235 778 94,charles_kato43@outlook.com,842 Avenue Central Nkumba,Nkumba,Wakiso,34479,Makerere University,3.57,2.22,43,46,6,"AI501, PHYS101, ML502, ECON101, PSY101, DATA201",14,"Docker, Machine Learning","Problem-solving, Leadership, Time Management, Critical Thinking, Communication, Teamwork","Cybersecurity, NLP, Data Science, Computer Vision",Cybersecurity Analyst,"Hiking, Watching films, Cooking, Football, Dancing",Reading/Writing,Small group,Evening,None,Web Development,Research Methods,
22273942,Josephine,Patrick,Odoch,Female,2003-03-08,Uganda,Uganda,+256 7069 686 39,josephine.odoch44@yahoo.com,734 Avenue Central Mukono,Mukono,Mukono,73472,Lira University,2.85,3.25,109,103,4,"DATA201, AI501, PSY101, CS101",19,"Git, Pandas, Java","Problem-solving, Time Management, Teamwork, Communication",Cybersecurity,Data Scientist,Music,Visual,One-on-one,Afternoon,"Cybersecurity, None, AI","Web Development, Databases, Software Engineering","Mobile Development, Cloud Computing",
22684588,Christopher,,Nalwadda,Male,2006-02-26,Uganda,Uganda,+256 7995 657 42,christophernalwadda45@co.ug,996 Street Upper Kisoro,Kisoro,Kisoro,16146,Muni University,2.9,3.1,71,106,4,"CYBER301, PHYS101, DATA201, ECON101",18,"Pandas, R, JavaScript","Critical Thinking, Teamwork","Computer Vision, None","AI Researcher, Data Scientist, ML Engineer","Gaming, Cooking, Dancing, Sports, Reading, Hiking",Visual,Alone,Morning,"AI, None, Machine Learning, Data Science, NLP","Machine Learning, Networking, Data Structures","Research Methods, Security, Statistics",
22529155,Ruth,,Ssebagala,Female,2000-09-23,Uganda,Uganda,+256 7677 920 33,ruth_ssebagala46@yahoo.com,268 Road Central Mbale,Mbale,Mbale,92495,Ankole Western University,3.99,2.91,100,70,4,"PHYS101, BIO202, DATA201, MATH101",9,"TensorFlow, AWS, Docker, Deep Learning, Pandas, Python","Time Management, Leadership, Critical Thinking, Communication","NLP, None","Data Scientist, Cybersecurity Analyst","Watching films, Dancing, Gaming, Hiking, Cooking",Auditory,Small group,Morning,"None, NLP, Computer Vision",Algorithms,"Statistics, Security, Cloud Computing",
